Time,Hip x,Hip y,Hip likelihood,Knee x,Knee y,Knee likelihood,Ankle x,Ankle y,Ankle likelihood,Heel (ventral) x,Heel (ventral) y,Heel (ventral) likelihood,Instep (dorsal) x,Instep (dorsal) y,Instep (dorsal) likelihood,Toe 1 (Proximal Thumb) x,Toe 1 (Proximal Thumb) y,Toe 1 (Proximal Thumb) likelihood,Toe 2 x,Toe 2 y,Toe 2 likelihood,Toe 3 (Middle) x,Toe 3 (Middle) y,Toe 3 (Middle) likelihood,Toe 4 x,Toe 4 y,Toe 4 likelihood,Toe 5 (Distal Pinky) x,Toe 5 (Distal Pinky) y,Toe 5 (Distal Pinky) likelihood
0,898.8197021484380,315.2466735839840,0.47587496042251600,556.8668212890630,584.767333984375,0.9499818086624150,557.4354248046880,799.882568359375,0.9795193672180180,559.1887817382810,866.0211791992190,0.9966117143630980,454.967041015625,835.4558715820310,0.9899557828903200,348.375244140625,881.6403198242190,0.10894113779068000,309.6357116699220,901.095703125,0.023873722180724100,270.59222412109400,862.6805419921880,0.9365741610527040,259.83642578125,883.2286987304690,0.9990760684013370,324.02142333984400,909.7461547851560,0.9961988925933840
1,898.885498046875,315.35650634765600,0.5061244964599610,556.9791259765630,585.0933837890630,0.9570314884185790,557.5941772460940,800.1055908203130,0.9788269996643070,559.2054443359380,866.337158203125,0.9972840547561650,454.967041015625,835.8287963867190,0.9900479316711430,348.375244140625,881.674072265625,0.21863329410553000,309.63671875,901.1141357421880,0.026978470385074600,270.7198791503910,862.6805419921880,0.9384866952896120,260.096923828125,883.2286987304690,0.9989956021308900,324.1763916015630,909.9708251953130,0.9953814744949340
2,898.885498046875,315.4188232421880,0.5096943974494930,557.01416015625,585.1361694335940,0.9604615569114690,557.5941772460940,800.1055908203130,0.9789057970047000,559.2054443359380,866.337158203125,0.9966049194335940,454.967041015625,835.8287963867190,0.9902516603469850,348.4414367675780,881.7444458007810,0.22600014507770500,309.67022705078100,901.1199340820310,0.027233337983489000,270.7198791503910,862.6805419921880,0.9394646883010860,260.27252197265600,883.2286987304690,0.9989977478981020,324.19744873046900,909.9708251953130,0.9946203231811520
3,898.8197021484380,315.4188232421880,0.5111063718795780,557.01416015625,585.0933837890630,0.957820475101471,557.5941772460940,800.072998046875,0.9788211584091190,559.2054443359380,866.1668090820310,0.9969841837883000,454.94781494140600,835.5202026367190,0.989625871181488,348.375244140625,881.76171875,0.2097165435552600,309.67022705078100,901.1141357421880,0.02736663445830350,270.6615295410160,862.6805419921880,0.9401906132698060,260.27252197265600,883.22705078125,0.9990049004554750,324.20623779296900,909.8472290039060,0.9952089190483090
4,898.7637939453130,315.4276123046880,0.5104098320007320,557.01416015625,584.9471435546880,0.9567736983299260,557.5941772460940,800.0070190429690,0.9789045453071590,559.2054443359380,866.1474609375,0.9966815710067750,454.9195861816410,835.4660034179690,0.9900751709938050,348.3715515136720,881.76171875,0.23370173573494000,309.63671875,901.095703125,0.027563052251935000,270.7069091796880,862.6805419921880,0.9394258856773380,260.27252197265600,883.2042846679690,0.9990140199661260,324.29315185546900,909.8472290039060,0.9947026968002320
5,898.7429809570310,315.4276123046880,0.5048000812530520,557.01416015625,584.9471435546880,0.958989679813385,557.5633544921880,800.0070190429690,0.9796261191368100,559.2845458984380,866.1474609375,0.9968151450157170,454.8395690917970,835.4660034179690,0.99000483751297,348.2274475097660,881.763671875,0.2589324712753300,309.62176513671900,901.0407104492190,0.026631610468030000,270.6615295410160,862.6847534179690,0.9404957890510560,260.2474670410160,883.1536254882810,0.9990102648735050,324.31787109375,909.8472290039060,0.9949325919151310
6,898.720947265625,315.4276123046880,0.5023046135902410,557.01416015625,584.9195556640630,0.9600094556808470,557.4810180664060,799.9815673828130,0.9800983667373660,559.4103393554690,866.07373046875,0.9969045519828800,454.80133056640600,835.4486083984380,0.99017733335495,347.8448791503910,881.8009033203130,0.3038206100463870,309.62176513671900,900.9788208007810,0.02567206509411340,270.632080078125,862.705078125,0.9399771690368650,260.24493408203100,883.1536254882810,0.9989813566207890,324.29315185546900,909.800537109375,0.9949811100959780
7,898.720947265625,315.3437805175780,0.49249231815338100,556.9237060546880,584.82470703125,0.9604839086532590,557.4803466796880,799.9815673828130,0.9803779721260070,559.5694580078130,866.07373046875,0.9969419240951540,454.80133056640600,835.4486083984380,0.9898539185523990,347.8136901855470,881.8009033203130,0.287886381149292,309.6026306152340,900.9788208007810,0.02630135789513590,270.58154296875,862.7337646484380,0.9397876262664800,260.24493408203100,883.2042846679690,0.9989997744560240,324.3506164550780,909.8472290039060,0.9946410059928890
8,898.7637939453130,314.83905029296900,0.5030487179756170,556.9237060546880,584.82470703125,0.9607712626457210,557.4782104492190,800.0070190429690,0.980630099773407,559.6802368164060,866.1474609375,0.9969070553779600,454.7892150878910,835.4486083984380,0.989547610282898,347.8136901855470,881.8245849609380,0.2824268937110900,309.5941162109380,900.9788208007810,0.02724054642021660,270.5718078613280,862.8540649414060,0.9404816627502440,260.2474670410160,883.2115478515630,0.9990124106407170,324.3506164550780,909.899169921875,0.9945946335792540
9,899.0418701171880,314.6101989746090,0.4902099668979650,556.9237060546880,584.82470703125,0.9600594639778140,557.4782104492190,800.1640014648440,0.9802282452583310,559.7116088867190,866.468994140625,0.9971694350242620,454.77618408203100,835.8201293945310,0.9899672269821170,347.8136901855470,881.8583984375,0.2989262342453000,309.55810546875,900.9481811523440,0.027129659429192500,270.5718078613280,862.957763671875,0.9404060244560240,260.2840576171880,883.3729858398440,0.9989813566207890,324.3506164550780,909.9298095703130,0.9950277209281920
