Time,Hip x,Hip y,Hip likelihood,Knee x,Knee y,Knee likelihood,Ankle x,Ankle y,Ankle likelihood,Heel (ventral) x,Heel (ventral) y,Heel (ventral) likelihood,Instep (dorsal) x,Instep (dorsal) y,Instep (dorsal) likelihood,Toe 1 (Proximal Thumb) x,Toe 1 (Proximal Thumb) y,Toe 1 (Proximal Thumb) likelihood,Toe 2 x,Toe 2 y,Toe 2 likelihood,Toe 3 (Middle) x,Toe 3 (Middle) y,Toe 3 (Middle) likelihood,Toe 4 x,Toe 4 y,Toe 4 likelihood,Toe 5 (Distal Pinky) x,Toe 5 (Distal Pinky) y,Toe 5 (Distal Pinky) likelihood
10,900.5228271484380,315.80340576171900,0.47556445002555800,559.1320190429690,588.370849609375,0.9502699971199040,554.4793701171880,803.2310791015630,0.9754748940467830,559.5853271484380,870.1724853515630,0.9977535605430600,453.66326904296900,839.6009521484380,0.984652042388916,379.4999694824220,907.302734375,0.12200257182121300,310.45068359375,916.7223510742190,0.011663149110972900,272.20599365234400,876.7474975585940,0.8212366700172420,262.12457275390600,897.02685546875,0.998222291469574,324.4037170410160,919.2899169921880,0.9988484382629400
11,900.5228271484380,315.80340576171900,0.477792352437973,559.1019287109380,588.2673950195310,0.9505273103713990,554.5170288085940,803.2050170898440,0.9751507043838500,559.5823974609380,870.1724853515630,0.9978139996528630,453.6636962890630,839.4432983398440,0.9851433634758000,379.5573425292970,907.1055297851560,0.1234080046415330,310.46014404296900,916.7042846679690,0.011318905279040300,271.51202392578100,876.8998413085940,0.8256632685661320,262.12457275390600,896.9159545898440,0.9980401396751400,324.4037170410160,919.261474609375,0.9988762736320500
12,900.4789428710940,315.80340576171900,0.47750145196914700,559.0776977539060,588.146484375,0.9505673050880430,554.4411010742190,802.9730224609380,0.9760117530822750,559.5062866210940,869.8165893554690,0.9978109002113340,453.6636962890630,839.3239135742190,0.9855374693870540,379.5573425292970,906.5841064453130,0.13727489113807700,310.5157165527340,916.620361328125,0.010573431849479700,271.4024353027340,876.8998413085940,0.8393220901489260,262.12457275390600,896.759765625,0.9978954195976260,324.39630126953100,918.93603515625,0.9988906979560850
13,900.2139282226560,315.4221496582030,0.46208927035331700,558.8851318359380,587.6502685546880,0.9515858292579650,554.4131469726560,802.2141723632810,0.9764134287834170,559.3037109375,868.707763671875,0.9976293444633480,453.6636962890630,838.6204833984380,0.9872068762779240,379.5573425292970,905.5123901367190,0.13184693455696100,575.4989624023440,606.15625,0.009278569370508190,271.1620178222660,876.8998413085940,0.8474422693252560,262.07000732421900,896.189453125,0.9972398281097410,324.3298645019530,918.2282104492190,0.9987980127334600
14,899.5523071289060,315.33013916015600,0.460305392742157,558.5623779296880,587.297607421875,0.9535331726074220,554.30322265625,801.7426147460940,0.9781362414360050,559.126708984375,868.4217529296880,0.9974114298820500,453.58734130859400,838.6204833984380,0.9883813261985780,379.2676086425780,904.7802734375,0.14020231366157500,575.5292358398440,605.8973388671880,0.009091246873140340,271.1620178222660,876.8998413085940,0.8518624305725100,261.3183288574220,895.9202270507810,0.9974318146705630,323.4775390625,917.8242797851560,0.9981285929679870
15,899.5506591796880,315.3095397949220,0.46081921458244300,558.46533203125,587.2794189453130,0.9520559906959530,554.2138061523440,801.5669555664060,0.97737056016922,559.0639038085940,868.2391357421880,0.9975044131278990,453.5835266113280,838.50048828125,0.9882662892341610,379.18609619140600,904.7109375,0.13256505131721500,575.5292358398440,605.7634887695310,0.009389685466885570,271.1620178222660,876.8998413085940,0.8415838479995730,261.2606506347660,895.8333129882810,0.9975366592407230,323.4721374511720,917.7869262695310,0.9981542229652410
16,899.5033569335940,315.3095397949220,0.46726903319358800,558.4189453125,587.2493286132810,0.9521748423576360,554.1875610351560,801.5208129882810,0.9775148630142210,558.9815063476560,868.1987915039060,0.9975608587265020,453.41961669921900,838.50048828125,0.9885008335113530,378.9842529296880,904.7109375,0.1270614117383960,575.4989624023440,605.7391357421880,0.009059736505150800,271.2117919921880,877.0946655273440,0.8134196996688840,261.11907958984400,895.8311157226560,0.9975355863571170,323.4696044921880,917.7639770507810,0.9980927109718320
17,899.48193359375,315.33013916015600,0.4664507806301120,558.3998413085940,587.2493286132810,0.9528025388717650,554.180419921875,801.5208129882810,0.9776595234870910,558.9729614257810,868.1987915039060,0.9974682331085210,453.41717529296900,838.50048828125,0.9884080290794370,378.9187316894530,904.72314453125,0.13065335154533400,575.4857177734380,605.7335205078130,0.009232240729033950,271.2117919921880,877.0946655273440,0.8128509521484380,261.0823059082030,895.7838134765630,0.997479259967804,323.3440856933590,917.7456665039060,0.9980591535568240
18,899.4774780273440,315.353515625,0.4675811529159550,558.34814453125,587.1571655273440,0.9528121948242190,554.180419921875,801.5166625976560,0.9778974652290340,558.8529663085940,868.1834716796880,0.9973734617233280,453.4097900390630,838.3775634765630,0.988215982913971,378.6405944824220,904.7802734375,0.1449783742427830,575.4661254882810,605.7320556640630,0.009145854972302910,271.2117919921880,877.0946655273440,0.8172075152397160,261.0578308105470,895.7559204101560,0.997512936592102,323.2118225097660,917.7337036132810,0.9979289770126340
19,899.4434814453130,315.411376953125,0.4684399962425230,558.2852783203130,587.0440673828130,0.9526261687278750,554.180419921875,801.4959106445310,0.9781176447868350,558.7564086914060,868.18115234375,0.9972864389419560,453.41717529296900,838.309814453125,0.9880732893943790,378.5653381347660,904.7278442382810,0.1436796486377720,575.4456787109380,605.710693359375,0.008984068408608440,271.1486511230470,877.0418701171880,0.8169103264808660,261.0509948730470,895.6737670898440,0.9974374175071720,323.1315002441410,917.7306518554690,0.99785977602005
20,899.4110107421880,315.46710205078100,0.474422425031662,558.2384643554690,587.007568359375,0.9528685808181760,554.180419921875,801.4583129882810,0.9785167574882510,558.0276489257810,868.0314331054690,0.9972641468048100,453.41961669921900,838.3003540039060,0.9880577325820920,378.27734375,904.7278442382810,0.1458662897348400,575.4456787109380,605.7056884765630,0.008924842812120910,271.1486511230470,877.0134887695310,0.8211289644241330,260.9917907714840,895.6009521484380,0.997442364692688,323.12420654296900,917.6829223632810,0.9977580904960630
21,899.4061889648440,315.46710205078100,0.4739426076412200,558.2384643554690,587.0050048828130,0.9529122710227970,554.2962646484380,801.3904418945310,0.9789890050888060,558.0276489257810,868.0280151367190,0.9972609281539920,453.43231201171900,838.2139282226560,0.9881187081336980,378.21728515625,904.72314453125,0.14611054956913000,575.4456787109380,605.6970825195310,0.008884798735380170,271.1264953613280,876.9862060546880,0.8218690156936650,260.9917907714840,895.5759887695310,0.9974378943443300,323.0997314453130,917.679931640625,0.9978270530700680
22,899.3836669921880,315.46710205078100,0.47373166680336,558.2384643554690,586.9805297851560,0.9527353644371030,554.3622436523440,801.2891235351560,0.9793476462364200,558.0276489257810,868.0045776367190,0.9972240924835210,453.4990234375,838.162109375,0.9880958795547490,378.21099853515600,904.6322631835940,0.14641894400119800,575.666748046875,588.7792358398440,0.008870539255440240,271.1228942871090,876.9115600585940,0.8245674967765810,260.99139404296900,895.5465698242190,0.9973934292793270,323.0997314453130,917.6122436523440,0.9979110956192020
23,899.3714599609380,315.4489440917970,0.47283652424812300,558.2388916015630,586.9805297851560,0.9526828527450560,554.41064453125,801.26806640625,0.979339063167572,558.060302734375,867.9697265625,0.9971766471862790,453.5215148925780,838.144775390625,0.9880216121673580,378.21099853515600,904.6262817382810,0.14520323276519800,575.666748046875,588.7792358398440,0.008958819322288040,271.0984191894530,876.79638671875,0.827641487121582,260.9836120605470,895.5242309570310,0.9973857998847960,323.0997314453130,917.5935668945310,0.9979515671730040
24,899.3104858398440,315.4394226074220,0.4702787399291990,558.2388916015630,586.9805297851560,0.9523604512214660,554.4229125976560,801.2649536132810,0.9790856242179870,558.1359252929690,867.960205078125,0.997124969959259,453.5215148925780,838.1348266601560,0.9879206418991090,378.21728515625,904.5972900390630,0.14249350130558000,575.666748046875,588.7792358398440,0.008950884453952310,270.9205627441410,876.79638671875,0.8351840972900390,260.9742431640630,895.4950561523440,0.9973510503768920,323.0997314453130,917.5151977539060,0.9980067610740660
25,899.3104858398440,315.3188781738280,0.46173542737960800,558.2388916015630,586.974365234375,0.9529559016227720,554.41064453125,801.2168579101560,0.9795249700546270,558.1359252929690,867.8325805664060,0.9970618486404420,453.5215148925780,838.1348266601560,0.9884300231933590,378.21728515625,904.5972900390630,0.1468149721622470,575.6197509765630,588.8779296875,0.009187333285808560,270.6014709472660,876.79638671875,0.8294615745544430,260.9602966308590,895.43603515625,0.9973539113998410,323.0832824707030,917.5151977539060,0.9979567527771000
26,899.3104858398440,315.22552490234400,0.45962417125701900,558.1996459960940,586.985107421875,0.9534345269203190,554.3702392578130,801.2168579101560,0.9798246622085570,558.7758178710940,867.8325805664060,0.9969571828842160,453.4972839355470,838.144775390625,0.9882999658584600,378.2359924316410,904.5972900390630,0.15688981115818000,575.451904296875,605.4322509765630,0.009412186220288280,270.89080810546900,876.8577880859380,0.8265559673309330,260.90069580078100,895.43603515625,0.9972932934761050,323.0832824707030,917.5151977539060,0.9978703260421750
27,899.658447265625,314.7744140625,0.4600692391395570,558.1270751953130,587.0123291015630,0.9539481401443480,554.3702392578130,801.2168579101560,0.9795270562171940,558.7758178710940,867.8325805664060,0.9969384670257570,453.3233337402340,838.1629638671880,0.9883607625961300,378.3094177246090,904.606201171875,0.16164158284664200,575.43359375,605.5186157226560,0.009191922843456270,270.89080810546900,877.0419921875,0.8292557001113890,260.87249755859400,895.43603515625,0.9975626468658450,323.05853271484400,917.5230712890630,0.9976974129676820
28,899.9554443359380,314.4408874511720,0.4858352541923520,558.08203125,587.0523681640630,0.9535650610923770,554.3601684570310,801.3506469726560,0.9795137047767640,558.1339721679690,867.8482666015630,0.9970930814743040,453.3128967285160,838.2828369140630,0.9878720045089720,378.3301696777340,904.61865234375,0.1583760380744930,575.43359375,605.4838256835940,0.009117220528423790,270.81195068359400,877.1395874023440,0.8175084590911870,260.87249755859400,895.6031494140630,0.9975670576095580,323.0231018066410,917.60791015625,0.9980120062828060
29,900.4523315429690,314.00225830078100,0.49096807837486300,558.08203125,587.2257080078130,0.9541773200035100,554.3145751953130,801.3994140625,0.9793420433998110,558.0690307617190,867.8482666015630,0.9970937967300420,453.25653076171900,838.32568359375,0.9881437420845030,378.3301696777340,904.61865234375,0.16098716855049100,575.4342651367190,605.4838256835940,0.009172544814646240,270.7569885253910,877.237060546875,0.818516731262207,260.86004638671900,895.6031494140630,0.997553288936615,322.98565673828100,917.6764526367190,0.9980150461196900
30,900.5879516601560,313.92181396484400,0.49278292059898400,558.0799560546880,587.3975830078130,0.9548006057739260,554.3145751953130,801.42626953125,0.9793978333473210,558.0690307617190,867.8482666015630,0.9971187114715580,453.17218017578100,838.3486328125,0.9881497621536260,378.3301696777340,904.61865234375,0.1624058336019520,575.4342651367190,605.4838256835940,0.009333387948572640,270.7569885253910,877.2490234375,0.8190743327140810,260.86004638671900,895.6031494140630,0.9975676536560060,322.98565673828100,917.7232055664060,0.9980258941650390
31,906.2520751953130,313.8174743652340,0.4867616593837740,558.02490234375,587.5361938476560,0.9538947939872740,554.2704467773440,801.4378051757810,0.9793819189071660,558.0462646484380,867.84375,0.9971201419830320,453.10589599609400,838.3555908203130,0.988108217716217,378.2437438964840,904.5936889648440,0.16760919988155400,575.4342651367190,605.4838256835940,0.009484436362981800,270.7569885253910,877.237060546875,0.8199648857116700,260.86004638671900,895.6017456054690,0.9974982142448430,322.9601745605470,917.754638671875,0.9980578422546390
32,907.4122314453130,310.5279541015630,0.526847779750824,558.02490234375,587.63330078125,0.9542795419692990,554.20458984375,801.4739379882810,0.979274332523346,558.033203125,867.8048706054690,0.9971053004264830,453.0404968261720,838.3578491210940,0.9879502058029180,378.2437438964840,904.5900268554690,0.17713923752307900,575.4342651367190,605.4838256835940,0.009452145546674730,270.7569885253910,877.237060546875,0.8203044533729550,260.88629150390600,895.6017456054690,0.9975057244300840,322.9417724609380,917.793212890625,0.9980643391609190
33,907.4122314453130,310.5279541015630,0.519282877445221,558.0256958007810,587.9841918945310,0.9534341096878050,554.0260009765630,801.6288452148440,0.9789711833000180,558.033203125,867.8048706054690,0.9970601797103880,453.0404968261720,838.4393310546880,0.9881857633590700,378.2437438964840,904.5641479492190,0.17955297231674200,575.4409790039060,605.566650390625,0.00972524844110012,270.7807922363280,877.2138061523440,0.8191041350364690,260.9068603515630,895.5731811523440,0.9975098967552190,322.9417724609380,917.81884765625,0.9980702996253970
34,906.3319091796880,313.7962646484380,0.5378574132919310,558.0256958007810,587.9841918945310,0.9519436955451970,554.0260009765630,801.6288452148440,0.9786054491996770,558.0462646484380,867.8048706054690,0.9970618486404420,453.0404968261720,838.4393310546880,0.9883807897567750,378.3201904296880,904.5641479492190,0.17303696274757400,575.4735107421880,605.566650390625,0.009728473611176010,270.8393859863280,877.1635131835940,0.8222963213920590,260.9158630371090,895.5554809570310,0.9975559115409850,322.9417724609380,917.81884765625,0.998071014881134
35,906.2520751953130,313.8174743652340,0.523547887802124,558.0256958007810,587.9841918945310,0.9528679251670840,553.9837036132810,801.6288452148440,0.9784366488456730,558.0462646484380,867.8027954101560,0.9970458149909970,453.0404968261720,838.4393310546880,0.9883326888084410,378.3201904296880,904.5614013671880,0.17035920917987800,575.4735107421880,605.566650390625,0.009831385686993600,270.8393859863280,877.1041259765630,0.8225877285003660,260.9158630371090,895.5309448242190,0.9973875880241390,322.9417724609380,917.81884765625,0.9980860948562620
36,900.5028076171880,314.0099792480470,0.49533259868621800,558.0256958007810,587.9207153320310,0.9533776640892030,553.9512939453130,801.4837646484380,0.9787698984146120,558.00537109375,867.8027954101560,0.9970223307609560,453.0404968261720,838.3710327148440,0.9884093999862670,378.3201904296880,904.5425415039060,0.16166554391384100,575.4985961914060,605.53955078125,0.009865766391158100,270.8393859863280,876.9789428710940,0.8276768922805790,260.9068603515630,895.3762817382810,0.9972213506698610,322.9417724609380,917.7371826171880,0.9980752468109130
37,900.05029296875,314.0594787597660,0.49697354435920700,557.7200927734380,586.8470458984380,0.9561156630516050,553.9837036132810,800.409423828125,0.9815818071365360,557.6847534179690,867.0728149414060,0.9965382814407350,453.0227966308590,837.8446655273440,0.9888427257537840,377.7659912109380,904.3489990234380,0.17514245212078100,575.5059814453130,589.3561401367190,0.008810636587440970,270.2814025878910,876.2386474609380,0.8500495553016660,260.41339111328100,894.7443237304690,0.9957804679870610,322.8759765625,916.771484375,0.9972760081291200
38,899.3201293945310,314.36883544921900,0.4883129596710210,557.666748046875,586.8470458984380,0.953883945941925,553.994140625,800.3287353515630,0.9808990955352780,557.6847534179690,867.0460205078130,0.9967917799949650,452.9596862792970,837.6898193359380,0.9888139367103580,377.6444091796880,904.280029296875,0.16946804523468000,575.5303955078130,589.2974243164060,0.008864921517670160,269.12225341796900,875.1259765625,0.832490086555481,260.3590393066410,894.7032470703130,0.9964421391487120,322.8362121582030,916.6729125976560,0.9976189136505130
39,899.1567993164060,314.391845703125,0.48503243923187300,557.60302734375,586.8470458984380,0.9541463851928710,553.9878540039060,800.279541015625,0.9814684391021730,557.6448364257810,866.9716186523440,0.9967444539070130,452.9245300292970,837.5336303710940,0.9887588024139400,377.47698974609400,904.2100830078130,0.17368650436401400,575.5260620117190,589.2974243164060,0.009097659029066560,268.9033508300780,874.96826171875,0.8317737579345700,260.1329040527340,894.4204711914060,0.9964560270309450,322.6106262207030,916.5341186523440,0.9977023005485540
