scorer,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000,DLC_resnet50_PNS TrialJan14shuffle1_3000
bodyparts,Hip,Hip,Hip,Knee,Knee,Knee,Ankle,Ankle,Ankle,"Toe 1 (Proximal ""Thumb"")","Toe 1 (Proximal ""Thumb"")","Toe 1 (Proximal ""Thumb"")",Toe 2,Toe 2,Toe 2,Toe 3 (Middle),Toe 3 (Middle),Toe 3 (Middle),Toe 4,Toe 4,Toe 4,"Toe 5 (Distal ""Pinky"")","Toe 5 (Distal ""Pinky"")","Toe 5 (Distal ""Pinky"")"
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,684.3529052734375,265.4267272949219,0.7302441596984863,757.89111328125,229.45098876953125,0.9707369804382324,741.4381103515625,280.2204284667969,0.8681469559669495,728.06640625,313.376220703125,0.4251537024974823,675.7359008789062,300.9581604003906,0.5155360102653503,679.7218627929688,318.9723205566406,0.920373797416687,685.9088134765625,321.7854919433594,0.9466059803962708,721.929931640625,320.11358642578125,0.9406356811523438
1,684.3609008789062,265.4793395996094,0.728926420211792,757.9370727539062,229.6177215576172,0.9704969525337219,741.5328979492188,280.2204284667969,0.8726596832275391,728.1416625976562,313.42083740234375,0.4140005111694336,675.7359008789062,300.9581604003906,0.5042364001274109,679.7218627929688,318.9723205566406,0.911423921585083,685.9088134765625,321.8029479980469,0.949749231338501,722.0791015625,320.1471862792969,0.9385579228401184
2,684.5940551757812,265.4793395996094,0.7408317923545837,757.9370727539062,229.68414306640625,0.9698486924171448,741.5328979492188,280.2204284667969,0.8625706434249878,728.2074584960938,313.450439453125,0.4083312153816223,675.740478515625,300.97747802734375,0.5295779705047607,679.791748046875,319.11041259765625,0.9211613535881042,685.9088134765625,321.9250183105469,0.9511889815330505,722.1206665039062,320.1471862792969,0.9302492141723633
3,684.5940551757812,265.4267272949219,0.7464202642440796,758.0066528320312,229.68414306640625,0.9712072014808655,741.608642578125,280.107421875,0.8373469710350037,728.2074584960938,313.4523620605469,0.41178256273269653,675.8140869140625,300.9581604003906,0.5390253663063049,679.90185546875,319.1318054199219,0.9273468255996704,686.1168823242188,321.933837890625,0.9473788738250732,722.1206665039062,320.1471862792969,0.9357357621192932
4,684.5979614257812,265.52459716796875,0.7305211424827576,758.0066528320312,229.68414306640625,0.9689489006996155,741.6221313476562,280.107421875,0.8553104996681213,728.2074584960938,313.4549560546875,0.40032655000686646,675.8291625976562,300.9581604003906,0.519150972366333,679.90185546875,319.1318054199219,0.9217630624771118,686.1168823242188,321.933837890625,0.9462490081787109,722.2116088867188,320.1471862792969,0.9378307461738586
5,684.5979614257812,265.52459716796875,0.7253882884979248,757.9370727539062,229.68414306640625,0.9720802307128906,741.6626586914062,280.0156555175781,0.8655891418457031,728.2074584960938,313.4549560546875,0.42817458510398865,675.9085083007812,300.9012451171875,0.5305434465408325,679.791748046875,319.11041259765625,0.9180771708488464,685.9263305664062,321.9250183105469,0.9496788382530212,722.2116088867188,320.2807312011719,0.9432274103164673
6,684.6402587890625,265.4223937988281,0.7133570909500122,758.2591552734375,229.52468872070312,0.9714463353157043,741.9984130859375,280.0156555175781,0.8765203952789307,728.1680908203125,313.47247314453125,0.4356781542301178,675.9085083007812,300.9012451171875,0.5175331234931946,679.9808349609375,319.166015625,0.9173360466957092,686.1365966796875,321.933837890625,0.9531157612800598,722.320068359375,320.3894958496094,0.936226487159729
7,684.7738647460938,265.55474853515625,0.7288349270820618,758.2591552734375,229.52468872070312,0.969962477684021,741.9984130859375,280.0156555175781,0.8538435101509094,728.1680908203125,313.47247314453125,0.41660043597221375,675.9085083007812,300.9012451171875,0.5319017171859741,679.9808349609375,319.29638671875,0.9239460825920105,686.1365966796875,321.96197509765625,0.9476421475410461,722.283935546875,320.3894958496094,0.9244711995124817
